Time(Hours);EntityID;ObjectName;ProcessID;StepName;Action
32.8939355681381;Barco.112;Combiner1;4.OnEnteredOutputBuffer;[Assign] BeforeExitingAssignments;Unable to get value of property 'Combiner1.AssignmentsBeforeExiting.AssignmentsBeforeExitingNewValue'.
32.8939355681381;Barco.112;Combiner1;4.OnEnteredOutputBuffer;[Assign] BeforeExitingAssignments;Referenced definition type 'Material' does not match executing type 'ModelEntity'

